Product Title, Merchant ID, Cluster Label, Category ID, Category Label,Cluster
2561,-1.0221591588635393,909,-1.709389123682551,7,2
2559,-1.013629049769528,909,-1.709389123682551,7,2
2656,-1.0050989406755169,909,-1.709389123682551,7,2
2563,-0.9965688315815058,909,-1.709389123682551,7,2
2565,-0.9880387224874947,909,-1.709389123682551,7,2
2565,-0.9795086133934836,909,-1.709389123682551,7,2
2558,-0.9709785042994725,909,-1.709389123682551,7,2
2563,-0.9624483952054613,909,-1.709389123682551,7,2
2563,-0.9539182861114502,909,-1.709389123682551,7,2
2563,-0.9453881770174392,909,-1.709389123682551,7,2
2555,-0.9368580679234281,909,-1.709389123682551,7,2
26656,-0.928327958829417,909,-1.709389123682551,7,1
2560,-0.9197978497354058,909,-1.709389123682551,7,2
2554,-0.9112677406413947,909,-1.709389123682551,7,2
2566,-0.9027376315473836,909,-1.709389123682551,7,2
2557,-0.8942075224533725,909,-1.709389123682551,7,2
2562,-0.8856774133593613,909,-1.709389123682551,7,2
2544,-0.8771473042653503,909,-1.709389123682551,7,2
15677,-0.8686171951713392,909,-1.709389123682551,7,0
15676,-0.8600870860773281,909,-1.709389123682551,7,0
2543,-0.8515569769833169,909,-1.709389123682551,7,2
26657,-0.8430268678893058,909,-1.709389123682551,7,1
2655,-0.8344967587952947,909,-1.709389123682551,7,2
2652,-1.0050989406755169,901,-1.709389123682551,7,2
2501,-1.013629049769528,901,-1.709389123682551,7,2
2503,-0.9965688315815058,901,-1.709389123682551,7,2
2506,-1.0221591588635393,901,-1.709389123682551,7,2
2516,-0.9880387224874947,901,-1.709389123682551,7,2
2516,-0.9795086133934836,901,-1.709389123682551,7,2
2513,-0.9709785042994725,901,-1.709389123682551,7,2
2506,-0.9539182861114502,901,-1.709389123682551,7,2
2502,-0.9624483952054613,901,-1.709389123682551,7,2
2502,-0.9453881770174392,901,-1.709389123682551,7,2
2512,-0.9368580679234281,901,-1.709389123682551,7,2
15665,-0.8259666497012836,901,-1.709389123682551,7,0
26649,-0.928327958829417,901,-1.709389123682551,7,1
2511,-0.9112677406413947,901,-1.709389123682551,7,2
2505,-0.9197978497354058,901,-1.709389123682551,7,2
2515,-0.9027376315473836,901,-1.709389123682551,7,2
26650,-0.8430268678893058,901,-1.709389123682551,7,1
2508,-0.8771473042653503,901,-1.709389123682551,7,2
2504,-0.8174365406072724,901,-1.709389123682551,7,2
15667,-0.8600870860773281,901,-1.709389123682551,7,0
2490,-0.8515569769833169,901,-1.709389123682551,7,2
15666,-0.8089064315132614,901,-1.709389123682551,7,0
2387,-0.9880387224874947,896,-1.709389123682551,7,2
10075,-0.9795086133934836,896,-1.709389123682551,7,2
2651,-1.0050989406755169,896,-1.709389123682551,7,2
2472,-1.013629049769528,896,-1.709389123682551,7,2
15660,-0.9965688315815058,896,-1.709389123682551,7,0
2488,-0.9709785042994725,896,-1.709389123682551,7,2
2479,-0.9539182861114502,896,-1.709389123682551,7,2
2473,-0.8003763224192503,896,-1.709389123682551,7,2
2480,-0.9624483952054613,896,-1.709389123682551,7,2
2477,-0.9453881770174392,896,-1.709389123682551,7,2
2478,-0.9197978497354058,896,-1.709389123682551,7,2
2475,-1.0221591588635393,896,-1.709389123682551,7,2
2489,-0.9027376315473836,896,-1.709389123682551,7,2
2487,-0.9368580679234281,896,-1.709389123682551,7,2
2486,-0.9112677406413947,896,-1.709389123682551,7,2
26647,-0.8430268678893058,896,-1.709389123682551,7,1
2458,-0.8771473042653503,896,-1.709389123682551,7,2
2476,-0.8856774133593613,896,-1.709389123682551,7,2
2481,-0.8174365406072724,896,-1.709389123682551,7,2
15658,-0.8600870860773281,896,-1.709389123682551,7,0
2457,-0.8515569769833169,896,-1.709389123682551,7,2
15659,-0.8089064315132614,896,-1.709389123682551,7,0
29155,-0.8856774133593613,905,-1.709389123682551,7,1
29155,-1.0050989406755169,905,-1.709389123682551,7,1
10076,-0.9880387224874947,905,-1.709389123682551,7,2
10076,-0.9795086133934836,905,-1.709389123682551,7,2
2541,-1.0221591588635393,905,-1.709389123682551,7,2
2568,-0.7918462133252392,905,-1.709389123682551,7,2
2535,-1.013629049769528,905,-1.709389123682551,7,2
2540,-0.9197978497354058,905,-1.709389123682551,7,2
2569,-0.9027376315473836,905,-1.709389123682551,7,2
2536,-0.9709785042994725,905,-1.709389123682551,7,2
2538,-0.9539182861114502,905,-1.709389123682551,7,2
2538,-0.9965688315815058,905,-1.709389123682551,7,2
2541,-0.9624483952054613,905,-1.709389123682551,7,2
2541,-0.9453881770174392,905,-1.709389123682551,7,2
2534,-0.9368580679234281,905,-1.709389123682551,7,2
2533,-0.9112677406413947,905,-1.709389123682551,7,2
2537,-0.8942075224533725,905,-1.709389123682551,7,2
2529,-0.8771473042653503,905,-1.709389123682551,7,2
15671,-0.8600870860773281,905,-1.709389123682551,7,0
2519,-0.8515569769833169,905,-1.709389123682551,7,2
26653,-0.8430268678893058,905,-1.709389123682551,7,1
2653,-0.8344967587952947,905,-1.709389123682551,7,2
2611,-1.0221591588635393,915,-1.709389123682551,7,2
2658,-1.0050989406755169,915,-1.709389123682551,7,2
2607,-1.013629049769528,915,-1.709389123682551,7,2
2596,-0.9112677406413947,915,-1.709389123682551,7,2
2608,-0.9197978497354058,915,-1.709389123682551,7,2
2606,-0.8942075224533725,915,-1.709389123682551,7,2
2615,-0.9880387224874947,915,-1.709389123682551,7,2
2615,-0.9795086133934836,915,-1.709389123682551,7,2
15682,-0.9965688315815058,915,-1.709389123682551,7,0
2606,-0.9709785042994725,915,-1.709389123682551,7,2
2611,-0.9624483952054613,915,-1.709389123682551,7,2
2609,-0.9453881770174392,915,-1.709389123682551,7,2
15683,-0.8259666497012836,915,-1.709389123682551,7,0
2605,-0.9368580679234281,915,-1.709389123682551,7,2
2613,-0.9027376315473836,915,-1.709389123682551,7,2
2572,-0.8771473042653503,915,-1.709389123682551,7,2
2610,-0.8856774133593613,915,-1.709389123682551,7,2
26662,-0.8430268678893058,915,-1.709389123682551,7,1
2614,-0.8089064315132614,915,-1.709389123682551,7,2
2595,-0.8515569769833169,915,-1.709389123682551,7,2
2659,-0.8344967587952947,915,-1.709389123682551,7,2
10062,-0.9880387224874947,9469,-1.709389123682551,7,0
23155,-1.0050989406755169,9469,-1.709389123682551,7,1
23142,-1.013629049769528,9469,-1.709389123682551,7,1
23152,-0.9368580679234281,9469,-1.709389123682551,7,1
23135,-0.8259666497012836,9469,-1.709389123682551,7,1
23138,-0.9795086133934836,9469,-1.709389123682551,7,1
23145,-0.9027376315473836,9469,-1.709389123682551,7,1
23141,-0.783316104231228,9469,-1.709389123682551,7,1
23134,-0.7747859951372169,9469,-1.709389123682551,7,1
23151,-0.8856774133593613,9469,-1.709389123682551,7,1
23144,-0.9624483952054613,9469,-1.709389123682551,7,1
585,-0.9965688315815058,9469,-1.709389123682551,7,2
23133,-0.9709785042994725,9469,-1.709389123682551,7,1
